turn,player_move,player_result,bot_move,bot_result,player_board,bot_board
1,A1,miss,"3,5",miss,"[[1, 1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 0, 1, 0, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
2,A5,miss,"0,2",hit,"[[1, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 0, 1, 3, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
3,A7,miss,"3,8",miss,"[[1, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 3, 0, 0, 3, 0], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 0, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
4,A3,miss,"0,0",hit,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 3, 0, 0, 3, 0], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
5,C1,miss,"7,9",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 3, 0, 0, 3, 0], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
6,C6,hit,"4,3",hit,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 2, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
7,C7,hit,"6,2",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 2, 2, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
8,C8,hit,"5,7",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 2, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
9,C9,miss,"6,6",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 2, 2, 2, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
10,C5,hit,"2,9",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [0, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [0, 0, 0, -1, -1, -1, -1, -1, -1, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
11,E3,hit,"3,0",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [0, 0, 0, -1, -1, -1, -1, -1, -1, 0], [0, 1, 2, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
12,E4,hit,"6,8",miss,"[[2, 1, 2, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [0, 0, 0, -1, -1, -1, -1, -1, -1, 0], [0, 1, 2, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
13,E5,miss,"0,4",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 0, 0, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [0, 0, 0, -1, -1, -1, -1, -1, -1, 0], [0, 1, 2, 2, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
14,E2,hit,"3,7",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 0, 3, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 0, 0, 0, 0, 0], [-1, -1, -1, -1, -1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
15,E6,miss,"7,3",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 0, 3, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, 0, 0, 0, 0], [-1, -1, -1, -1, -1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
16,F8,hit,"1,5",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 0, 3, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 0, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
17,F6,miss,"3,6",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 3, 3, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 3, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
18,H4,miss,"9,8",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 3, 3, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 3, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 3, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 0, 3, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
19,J10,miss,"8,7",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 3, 3, 3, 0], [1, 1, -1, 2, -1, 1, 0, 1, 0, 0], [0, 0, -1, -1, -1, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 3, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 3, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 0, 3, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 3]]"
20,J1,miss,"4,7",hit,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 3, 3, 3, 0], [1, 1, -1, 2, -1, 1, -1, 2, -1, 0], [0, 0, -1, -1, -1, 0, -1, 3, -1, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 3, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 3, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 0, 3, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 1, 0, 3]]"
21,H3,miss,"8,5",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 3, 3, 3, 0], [1, 1, -1, 2, -1, 1, -1, 2, -1, 0], [0, 0, -1, -1, -1, 0, -1, 3, -1, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 3, 0, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 3, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 3, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 3, 3, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 1, 0, 3]]"
22,I4,miss,"9,6",miss,"[[2, 1, 2, 1, 3, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 1, 3], [3, 0, -1, -1, -1, 3, 3, 3, 3, 0], [1, 1, -1, 2, -1, 1, -1, 2, -1, 0], [0, 0, -1, -1, -1, 0, -1, 3, -1, 0], [0, 0, 3, 0, 0, 0, 3, 0, 3, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 3, 0, 3, 0, 0], [0, 0, 0, 0, 0, 0, 3, 0, 3, 0]]","[[3, 0, 3, 1, 3, 0, 3, 0, 1, 1], [0, 1, 0, -1, -1, -1, -1, -1, -1, 0], [3, 1, 0, -1, 2, 2, 2, 2, 3, 1], [-1, -1, -1, -1, -1, -1, -1, -1, -1, 0], [-1, 2, 2, 2, 3, 3, -1, -1, -1, 0], [-1, -1, -1, -1, -1, 3, -1, 2, -1, 0], [0, 1, 0, 0, 0, 0, -1, -1, -1, 0], [0, 1, 3, 3, 1, 0, 0, 0, 0, 0], [0, 1, 0, 3, 1, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 1, 0, 3]]"
